timestamp,session_id,operation_type,trading_pair,percentage,quantity,price,total_value_usdt,order_id,order_status,fees_estimated,fee_rate,gt_points_used,balance_before,balance_after,price_source,execution_time_ms,user_action,notes
2025-08-13T00:07:11.463722,session_20250813_000707,ORDER_EXECUTION,XNY_USDT,25,2851.08408299,0.016929,48.27,894504690952,SUCCESS,0,0,False,193.06400976,193.06400976,BOOK_OPTIMAL,513,EXECUTE_25%,Order executed successfully
2025-08-13T00:07:37.410233,session_20250813_000730,ORDER_EXECUTION,XNY_USDT,25,712.0516,0.016884,12.02,894504883093,SUCCESS,0.012022,0.001,False,2848.2064,2848.2064,BOOK_OPTIMAL,844,EXECUTE_25%,Order executed successfully
2025-08-13T00:12:20.685599,session_20250813_001214,ORDER_EXECUTION,XNY_USDT,25,2344.63492756,0.01672,39.2,894506870680,SUCCESS,0,0,False,156.80918396,156.80918396,BOOK_OPTIMAL,577,EXECUTE_25%,Order executed successfully
2025-08-13T00:12:44.614444,session_20250813_001239,ORDER_EXECUTION,XNY_USDT,25,705.03045,0.01672,11.79,894507030981,SUCCESS,0.011788,0.001,False,2820.1218,4478.4618,BOOK_OPTIMAL,834,EXECUTE_25%,Order executed successfully
2025-08-13T00:45:02.319647,session_20250813_004448,ORDER_EXECUTION,XNY_USDT,25,2964.50349051,0.016296,48.31,894519940375,SUCCESS,0,0,False,193.23819553,193.23819553,BOOK_OPTIMAL,604,EXECUTE_25%,Order executed successfully
